Пол,Возраст,Путешествует с детьми,Путешествует по работе,Тип,Расстояние,Покупка билета онлайн,Питание включено,Наличие wifi,Оценка комфортности места,Оценка качества уборки,Оценка качества обслуживания в пути,Удовлетворён предоставленной услугой,Оценка комфортности покупки билета онлайн,Оценка качества питания,Оценка качества wifi,Оценка комфортности времени отправления/прибытия,Общая оценка качества предоставленной услуги
жен,62,да,да,св,783,1,1,1,3,3,3,1,плохо,нормально,плохо,плохо,нормально
жен,40,нет,нет,плацкарт,1319,1,1,1,4,1,4,1,нормально,плохо,нормально,нормально,нормально
жен,64,да,нет,плацкарт,711,1,1,1,5,5,4,1,хорошо,хорошо,хорошо,нормально,хорошо
муж,49,нет,да,плацкарт,679,1,1,1,5,5,4,1,нормально,хорошо,хорошо,нормально,хорошо
жен,29,нет,нет,плацкарт,894,1,1,1,3,3,2,0,нормально,нормально,плохо,плохо,плохо
муж,62,нет,да,купе,670,1,0,0,1,1,2,0,плохо,отсутствует,отсутствует,плохо,плохо
жен,62,нет,нет,плацкарт,714,1,1,0,3,3,3,1,плохо,нормально,отсутствует,плохо,нормально
жен,24,нет,нет,плацкарт,227,1,1,0,5,3,4,1,плохо,нормально,отсутствует,хорошо,нормально
жен,49,да,нет,плацкарт,445,1,0,0,3,3,5,1,плохо,отсутствует,отсутствует,нормально,нормально
жен,49,да,да,св,983,1,0,0,1,1,4,1,нормально,отсутствует,отсутствует,нормально,нормально
жен,33,нет,да,плацкарт,210,1,1,1,5,5,4,1,нормально,хорошо,хорошо,нормально,хорошо
жен,60,да,нет,плацкарт,2112,1,1,0,1,1,4,1,плохо,плохо,отсутствует,нормально,нормально
муж,75,нет,да,плацкарт,481,1,1,1,3,3,2,1,плохо,нормально,плохо,плохо,нормально
муж,28,нет,да,купе,540,1,1,0,2,2,2,1,нормально,плохо,отсутствует,нормально,нормально
жен,53,нет,нет,плацкарт,962,1,1,1,4,5,3,1,нормально,хорошо,плохо,хорошо,нормально
муж,24,нет,нет,плацкарт,562,1,0,0,2,2,3,0,плохо,отсутствует,отсутствует,плохо,плохо
жен,57,нет,да,купе,193,1,0,1,4,2,4,1,нормально,отсутствует,хорошо,нормально,хорошо
муж,44,нет,нет,плацкарт,991,1,1,1,5,5,4,1,нормально,хорошо,плохо,нормально,нормально
муж,69,нет,нет,плацкарт,673,1,0,0,1,1,4,1,плохо,отсутствует,отсутствует,хорошо,нормально
муж,66,да,нет,плацкарт,787,1,1,1,5,5,5,1,нормально,нормально,нормально,нормально,нормально
муж,49,нет,да,купе,290,1,0,0,1,1,3,0,плохо,отсутствует,отсутствует,плохо,плохо
жен,41,нет,да,плацкарт,1034,1,0,0,1,1,3,1,плохо,отсутствует,отсутствует,плохо,нормально
муж,26,нет,да,св,565,0,1,0,4,4,4,1,отсутствует,нормально,отсутствует,плохо,хорошо
жен,19,нет,нет,купе,362,1,1,0,3,3,3,1,плохо,нормально,отсутствует,нормально,нормально
жен,45,нет,нет,плацкарт,1158,1,0,0,4,5,4,1,плохо,отсутствует,отсутствует,нормально,нормально
жен,66,нет,нет,купе,423,0,1,0,4,3,2,1,отсутствует,плохо,отсутствует,хорошо,хорошо
муж,45,да,нет,плацкарт,1023,1,1,1,3,3,4,1,нормально,нормально,плохо,нормально,нормально
жен,57,нет,да,св,540,1,1,0,4,4,3,1,нормально,плохо,отсутствует,нормально,нормально
муж,59,да,да,св,2996,1,0,1,4,4,4,1,хорошо,отсутствует,хорошо,нормально,хорошо
муж,56,да,да,св,1634,1,1,1,4,4,3,1,хорошо,нормально,хорошо,хорошо,хорошо
муж,39,нет,нет,плацкарт,287,1,1,1,1,1,4,1,хорошо,плохо,хорошо,нормально,хорошо
жен,22,нет,да,плацкарт,1112,1,1,1,5,5,5,1,хорошо,хорошо,хорошо,хорошо,хорошо
жен,42,нет,нет,плацкарт,1283,1,1,1,5,4,3,1,хорошо,плохо,нормально,хорошо,нормально
муж,43,нет,нет,плацкарт,981,1,1,0,5,1,4,1,плохо,плохо,отсутствует,нормально,нормально
муж,61,нет,нет,купе,233,1,1,0,5,5,4,1,плохо,хорошо,отсутствует,хорошо,нормально
муж,45,да,нет,св,276,1,1,0,1,1,4,1,плохо,плохо,отсутствует,хорошо,нормально
муж,20,нет,нет,плацкарт,308,1,0,1,5,2,5,1,нормально,отсутствует,плохо,плохо,нормально
жен,51,нет,да,плацкарт,813,1,0,1,3,1,4,1,плохо,отсутствует,плохо,плохо,нормально
муж,61,да,нет,плацкарт,583,1,0,1,3,3,3,1,нормально,отсутствует,нормально,плохо,хорошо
жен,31,да,да,плацкарт,636,1,0,0,3,3,2,1,плохо,отсутствует,отсутствует,плохо,нормально
муж,42,нет,нет,плацкарт,441,1,1,0,3,3,4,1,хорошо,нормально,отсутствует,нормально,нормально
жен,25,нет,да,плацкарт,1106,1,1,1,3,3,3,1,нормально,нормально,плохо,нормально,нормально
жен,24,нет,да,купе,395,1,1,1,5,4,3,1,нормально,нормально,нормально,нормально,хорошо
муж,42,нет,нет,плацкарт,1079,1,0,1,1,1,5,1,нормально,отсутствует,нормально,хорошо,нормально
муж,67,нет,нет,плацкарт,1645,1,1,0,2,2,5,1,нормально,плохо,отсутствует,хорошо,нормально
жен,60,нет,нет,плацкарт,104,1,1,0,4,3,3,1,плохо,нормально,отсутствует,нормально,нормально
жен,28,нет,да,плацкарт,1197,1,1,1,3,3,2,1,нормально,нормально,плохо,нормально,нормально
жен,64,нет,нет,купе,719,1,0,0,4,4,2,1,плохо,отсутствует,отсутствует,нормально,нормально
муж,57,нет,нет,плацкарт,2541,1,1,0,5,5,2,1,плохо,хорошо,отсутствует,плохо,нормально
муж,65,нет,нет,купе,322,1,0,0,1,2,5,1,плохо,отсутствует,отсутствует,хорошо,нормально
жен,26,нет,да,купе,544,1,1,0,2,1,2,0,плохо,плохо,отсутствует,плохо,плохо
жен,49,да,нет,плацкарт,898,1,1,0,1,1,5,0,плохо,плохо,отсутствует,хорошо,плохо
жен,32,нет,нет,плацкарт,1781,1,0,1,2,2,2,0,плохо,отсутствует,плохо,плохо,плохо
жен,35,нет,да,купе,2625,1,0,1,4,4,3,1,нормально,отсутствует,нормально,нормально,хорошо
муж,42,нет,да,св,3002,1,0,0,5,5,5,1,плохо,отсутствует,отсутствует,плохо,хорошо
жен,30,нет,да,купе,1028,1,0,0,1,1,2,0,плохо,отсутствует,отсутствует,плохо,плохо
муж,51,да,нет,плацкарт,319,1,1,0,4,4,4,1,плохо,нормально,отсутствует,плохо,нормально
жен,23,нет,да,плацкарт,532,1,0,1,5,5,4,1,нормально,отсутствует,нормально,плохо,хорошо
жен,29,нет,да,купе,612,1,1,1,5,5,2,1,нормально,хорошо,хорошо,нормально,нормально
жен,23,нет,да,плацкарт,488,1,1,1,1,4,4,1,нормально,нормально,нормально,плохо,нормально
муж,48,нет,да,св,957,1,0,1,4,5,4,1,нормально,отсутствует,плохо,нормально,хорошо
муж,39,да,нет,плацкарт,518,1,0,1,1,1,3,1,нормально,отсутствует,плохо,нормально,нормально
муж,22,нет,нет,плацкарт,658,1,0,1,2,2,5,1,нормально,отсутствует,нормально,хорошо,нормально
жен,43,нет,да,плацкарт,400,1,1,0,4,4,2,1,хорошо,нормально,отсутствует,хорошо,нормально
жен,59,нет,нет,плацкарт,1313,1,1,1,4,4,3,1,нормально,нормально,нормально,нормально,нормально
муж,43,да,нет,плацкарт,484,1,0,0,4,4,3,1,плохо,отсутствует,отсутствует,нормально,нормально
жен,36,да,нет,плацкарт,386,1,1,0,1,1,3,0,плохо,плохо,отсутствует,нормально,плохо
жен,36,нет,да,св,2115,1,1,1,4,4,5,1,нормально,нормально,нормально,плохо,хорошо
жен,23,нет,да,плацкарт,462,1,1,0,3,3,2,1,плохо,нормально,отсутствует,плохо,нормально
